,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
16646,14051023.0,27,6/26/2016,Superhost,3,Campo di Marte,3,1,Private room,4,50.0,262,4.94,4.97,4.97,4.95,4.97,4.77,4.91,2.86,Firenze,Early Spring,1,private,"43.77804, 11.27514",3/15/2024
242180,7.47e+17,22,10/27/2022,Superhost,3,XII Monte Verde,2,2,Entire home,4,142.0,40,4.98,4.88,4.95,4.98,4.95,4.7,4.85,2.3,Roma,Early Autumn,2,private,"41.8726315, 12.4481562",9/15/2024
158021,31424647.0,21,1/23/2018,Superhost,2,XII Monte Verde,1,1,Entire home,2,76.0,83,4.86,4.88,4.89,4.93,4.92,4.48,4.8,1.46,Roma,Early Winter,1,private,"41.87573, 12.44776",12/15/2024
211112,49410579.0,33,8/28/2018,Host,46,I Centro Storico,3,1,Private room,4,124.0,68,4.66,4.74,4.69,4.68,4.87,4.49,4.68,1.94,Roma,Early Summer,1,private,"41.89227, 12.50729",6/15/2024
257323,39151768.0,7,7/22/2016,Host,2,Castello,4,2,Entire home,4,320.0,20,4.9,4.9,4.65,4.95,5.0,4.95,4.8,0.5,Venezia,Early Winter,2,private,"45.43568, 12.3455",12/15/2024
216002,7.73e+17,38,11/22/2022,Host,14,I Centro Storico,2,1,Entire home,4,100.0,55,4.78,4.93,4.82,4.85,4.91,4.87,4.75,3.4,Roma,Early Summer,1,private,"41.9073688, 12.4503735",6/15/2024
224392,1.12e+18,7,3/24/2024,Host,1,XV Cassia/Flaminia,2,1,Entire home,3,90.0,7,4.86,4.86,4.86,4.57,4.86,4.57,4.71,4.29,Roma,Early Summer,1,private,"41.93696629999999, 12.4462306",6/15/2024
246431,9.72e+17,108,7/28/2016,Superhost,5,IV Tiburtina,1,1,Private room,2,69.0,108,4.89,4.93,4.94,4.87,4.95,4.6,4.85,9.0,Roma,Early Autumn,1,shared,"41.90818738763191, 12.538929507136343",9/15/2024
115472,1.13e+18,5,3/23/2023,Host,49,GARIBALDI REPUBBLICA,1,1,Entire home,2,150.0,5,4.8,4.8,4.8,4.8,4.8,4.8,4.6,0.99,Milano,Early Autumn,1,private,"45.48429687826873, 9.197982853141331",9/15/2024
2193,13447425.0,0,6/9/2016,Host,1,Centro Storico,1,1,Entire home,4,279.0,157,4.89,4.92,4.9,4.92,4.86,4.83,4.84,1.75,Firenze,Early Winter,2,private,"43.76843, 11.24084",12/15/2024
196883,1.03e+18,2,11/9/2014,Host,472,I Centro Storico,2,2,Entire home,4,159.0,2,4.0,4.5,4.5,4.0,4.5,5.0,4.0,1.0,Roma,Early Spring,3,private,"41.8918644, 12.4684302",3/15/2024
278046,35439882.0,8,6/14/2012,Host,133,Santa Croce,2,6,Entire home,16,165.0,53,4.89,4.89,4.85,4.87,4.83,4.85,4.72,0.86,Venezia,Early Autumn,3,private,"45.4417, 12.327",9/15/2024
88739,7.33e+17,14,2/11/2013,Superhost,65,GUASTALLA,3,2,Entire home,6,214.0,31,4.97,4.94,4.87,4.87,4.97,4.87,4.74,1.55,Milano,Early Summer,3,private,"45.4545373, 9.1987204",6/15/2024
140913,16375894.0,5,12/14/2016,Superhost,1,Pendino,5,2,Entire home,5,104.0,52,4.79,4.88,4.85,4.87,4.92,4.69,4.58,0.55,Napoli,Early Autumn,1,private,"40.84702682495117, 14.262084007263184",9/15/2024
245104,9.13e+17,0,6/13/2023,Host,2,XI Arvalia/Portuense,1,1,Private room,2,56.0,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.13,Roma,Early Autumn,1,shared,"41.87095, 12.46905",9/15/2024
22484,16751207.0,71,1/12/2017,Superhost,3,Centro Storico,3,3,Entire home,6,290.0,470,4.97,4.98,4.98,4.99,4.98,4.97,4.93,5.32,Firenze,Early Summer,2,private,"43.77528, 11.25252",6/15/2024
157450,28972640.0,20,11/4/2011,Host,47,I Centro Storico,1,1,Entire home,2,109.0,123,4.76,4.84,4.91,4.77,4.91,4.98,4.49,1.96,Roma,Early Winter,1,private,"41.89614, 12.47206",12/15/2024
44990,18702303.0,39,9/28/2016,Host,1,COMASINA,1,1,Entire home,2,49.0,262,4.72,4.84,4.67,4.93,4.93,4.61,4.65,3.28,Milano,Early Winter,2,private,"45.53019945714957, 9.162490703165531",12/15/2024
66360,8.44e+17,1,11/18/2022,Host,1,VIALE MONZA,4,3,Entire home,7,165.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,Milano,Early Spring,2,private,"45.5090568494277, 9.22386933655477",3/15/2024
108094,7.94e+17,8,7/7/2022,Superhost,1,BUENOS AIRES - VENEZIA,2,2,Entire home,4,170.0,24,4.96,4.96,5.0,4.96,4.96,4.96,4.83,1.29,Milano,Early Autumn,1,private,"45.4797047, 9.2143211",9/15/2024
160579,41542797.0,63,5/6/2014,Superhost,15,I Centro Storico,1,1,Entire home,3,143.0,122,4.9,4.89,4.84,4.93,4.9,4.89,4.77,2.6,Roma,Early Winter,1,private,"41.89737, 12.49209",12/15/2024
132867,12195084.0,0,4/3/2016,Host,6,San Lorenzo,4,2,Entire home,5,28.0,218,4.5,4.77,4.68,4.82,4.82,4.26,4.65,2.2,Napoli,Early Summer,2,private,"40.86346, 14.26951",6/15/2024
158524,33404610.0,32,11/6/2012,Superhost,7,I Centro Storico,3,2,Entire home,7,171.0,82,4.9,4.92,4.98,4.98,4.96,4.9,4.92,1.47,Roma,Early Winter,2,private,"41.91067, 12.45598",12/15/2024
116358,1.18e+18,10,6/18/2024,Host,4,ROGOREDO,2,1,Entire home,4,145.0,10,4.9,4.9,4.7,5.0,5.0,4.3,4.7,3.33,Milano,Early Autumn,1,private,"45.43263, 9.24436",9/15/2024
140911,16359394.0,0,11/20/2016,Host,4,San Lorenzo,2,1,Private room,3,76.0,104,4.8,4.82,4.81,4.92,4.87,4.53,4.72,1.11,Napoli,Early Autumn,1,private,"40.85256, 14.2667",9/15/2024
54574,7.46e+17,18,2/13/2015,Host,540,TORTONA,5,3,Entire home,10,204.0,23,4.13,4.22,4.52,3.83,4.22,4.61,4.22,1.7,Milano,Early Winter,2,private,"45.4537154, 9.164146",12/15/2024
214866,6.87e+17,28,8/5/2022,Host,1,I Centro Storico,0,2,Entire home,3,145.0,48,4.54,4.66,4.77,4.77,4.77,4.81,4.49,2.24,Roma,Early Summer,1,private,"41.90564, 12.49447",6/15/2024
12789,2773042.0,26,4/10/2013,Superhost,1,Centro Storico,1,1,Entire home,2,55.0,386,4.8,4.83,4.88,4.91,4.89,4.85,4.81,3.21,Firenze,Early Spring,1,private,"43.76493, 11.24424",3/15/2024
175852,6268720.0,3,5/3/2015,Superhost,9,I Centro Storico,3,1,Entire home,4,5791.0,175,4.79,4.8,4.88,4.94,4.94,4.98,4.71,1.63,Roma,Early Spring,1,private,"41.90199, 12.48052",3/15/2024
219011,9.19e+17,14,3/16/2023,Host,1,I Centro Storico,2,2,Entire home,3,103.0,14,4.86,4.71,4.93,4.93,5.0,4.93,4.57,1.22,Roma,Early Summer,2,private,"41.90541033407576, 12.446798674653971",6/15/2024
267320,9.61e+17,3,4/21/2013,Host,22,Dorsoduro,4,3,Entire home,6,189.0,3,5.0,4.67,5.0,4.33,4.67,4.67,4.67,0.74,Venezia,Early Spring,2,private,"45.42960013638387, 12.332060784101486",3/15/2024
18558,53038275.0,52,12/3/2014,Host,22,Centro Storico,2,1,Entire home,4,79.0,78,4.64,4.71,4.56,4.73,4.82,4.92,4.6,3.95,Firenze,Early Spring,1,private,"43.76738, 11.25789",3/15/2024
123954,9.13e+17,13,9/13/2016,Host,5,San Lorenzo,2,1,Private room,2,20.0,13,4.92,4.92,4.92,4.92,5.0,5.0,5.0,2.87,Napoli,Early Winter,3,private,"40.85259, 14.2602",12/15/2024
186580,50638221.0,9,10/6/2015,Host,9,II Parioli/Nomentano,2,1,Private room,3,131.0,36,4.89,4.89,4.92,4.94,4.97,4.81,4.64,1.09,Roma,Early Spring,1,private,"41.931133, 12.468345",3/15/2024
139864,1.12e+18,18,3/26/2024,Host,1,San Lorenzo,2,1,Entire home,4,61.0,18,4.72,4.72,4.83,4.89,4.94,4.67,4.78,6.59,Napoli,Early Summer,1,private,"40.85826872598159, 14.26854984494105",6/15/2024
144534,7.34e+17,9,10/9/2022,Superhost,1,Pendino,3,1,Entire home,3,85.0,20,4.95,4.9,5.0,4.95,5.0,4.65,4.85,0.93,Napoli,Early Autumn,0,private,"40.8491911, 14.2651253",9/15/2024
232865,24010612.0,28,3/23/2018,Host,7,I Centro Storico,1,1,Entire home,2,145.0,146,4.44,4.61,4.49,4.73,4.83,4.7,4.35,1.87,Roma,Early Autumn,1,private,"41.88695, 12.46861",9/15/2024
206643,27998424.0,0,8/24/2018,Host,1,I Centro Storico,2,1,Entire home,3,48.0,38,4.58,4.84,4.5,4.89,4.71,4.97,4.5,0.54,Roma,Early Summer,1,private,"41.89143, 12.50181",6/15/2024
238320,50807563.0,8,5/20/2014,Host,5,II Parioli/Nomentano,2,1,Entire home,4,110.0,28,4.89,4.89,4.79,4.96,4.86,4.75,4.61,0.84,Roma,Early Autumn,1,private,"41.92767, 12.51768",9/15/2024
53874,7.05e+17,2,5/4/2014,Host,2,XXII MARZO,3,2,Entire home,4,125.0,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.2,Milano,Early Winter,1,private,"45.4638536, 9.213303",12/15/2024
47406,32623946.0,2,4/16/2013,Host,4,DE ANGELI - MONTE ROSA,3,2,Entire home,4,90.0,3,5.0,5.0,4.33,5.0,4.67,5.0,5.0,0.05,Milano,Early Winter,1,private,"45.46732, 9.15293",12/15/2024
92367,9.29e+17,19,11/14/2013,Host,113,CENTRALE,4,2,Entire home,8,225.0,19,4.74,4.79,4.58,4.21,4.37,4.79,4.47,1.68,Milano,Early Summer,2,private,"45.4889399, 9.2045428",6/15/2024
20281,8104785.0,34,2/15/2015,Superhost,11,Centro Storico,2,2,Entire home,3,110.0,273,4.84,4.86,4.9,4.88,4.92,4.87,4.78,2.89,Firenze,Early Spring,1,private,"43.77136, 11.26292",3/15/2024
88986,7.47e+17,17,8/29/2013,Superhost,1,TICINESE,1,1,Entire home,2,147.0,17,4.94,4.82,4.94,5.0,4.94,5.0,4.88,1.73,Milano,Early Summer,1,private,"45.44539, 9.17669",6/15/2024
236741,42179227.0,17,5/18/2012,Superhost,1,II Parioli/Nomentano,2,1,Entire home,4,111.0,26,4.77,4.92,4.46,4.96,5.0,4.69,4.46,0.92,Roma,Early Autumn,1,private,"41.92249, 12.50573",9/15/2024
186462,50356367.0,32,1/23/2016,Superhost,1,II Parioli/Nomentano,2,2,Entire home,4,199.0,80,4.98,4.96,5.0,4.95,4.98,4.78,4.94,2.4,Roma,Early Spring,2,private,"41.91911, 12.47339",3/15/2024
200990,6242515.0,26,5/2/2015,Superhost,4,XII Monte Verde,1,1,Private room,2,77.0,121,4.61,4.71,4.37,4.76,4.74,4.69,4.67,1.11,Roma,Early Summer,2,shared,"41.88407, 12.46185",6/15/2024
246285,9.68e+17,34,8/12/2023,Host,2,I Centro Storico,2,1,Entire home,3,138.0,34,4.47,4.53,4.5,4.79,4.74,4.68,4.24,2.79,Roma,Early Autumn,1,private,"41.90849215710584, 12.494541967322114",9/15/2024
127419,1.01e+18,8,5/28/2015,Host,8,Stella,3,2,Entire home,4,90.0,8,5.0,4.88,4.75,4.88,5.0,4.63,4.88,2.26,Napoli,Early Spring,1,private,"40.86419, 14.2485",3/15/2024
211116,49411499.0,7,6/12/2017,Host,2,I Centro Storico,2,2,Entire home,4,159.0,42,4.71,4.76,4.5,4.98,4.98,5.0,4.69,1.17,Roma,Early Summer,1,private,"41.90106, 12.46844",6/15/2024
165193,6.34e+17,53,7/12/2016,Host,18,I Centro Storico,2,1,Entire home,4,90.0,83,4.83,4.94,4.86,4.73,4.86,4.75,4.69,4.45,Roma,Early Winter,1,private,"41.9018, 12.5051",12/15/2024
205895,24444856.0,48,11/10/2011,Superhost,18,I Centro Storico,3,2,Entire home,5,300.0,172,5.0,4.97,4.92,4.94,4.99,4.99,4.94,3.16,Roma,Early Summer,2,private,"41.90158, 12.47293",6/15/2024
139723,1.11e+18,6,11/5/2014,Host,2,Vomero,0,1,Entire home,4,150.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.2,Napoli,Early Summer,2,private,"40.8455148, 14.2293763",6/15/2024
123718,8.94e+17,3,5/17/2023,Host,1,Chiaia,3,2,Entire home,6,183.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.51,Napoli,Early Winter,2,private,"40.8378321, 14.2341893",12/15/2024
2432,15942083.0,66,3/6/2015,Host,6,Centro Storico,4,2,Entire home,7,83.0,715,4.51,4.69,4.48,4.78,4.8,4.83,4.52,8.32,Firenze,Early Winter,2,private,"43.769314, 11.26561",12/15/2024
90783,8.56e+17,13,3/27/2023,Superhost,3,XXII MARZO,2,1,Entire home,3,150.0,22,4.77,4.77,4.82,4.86,4.91,4.91,4.64,1.57,Milano,Early Summer,1,private,"45.46700410770792, 9.212699143041744",6/15/2024
251935,1.16e+18,1,5/7/2024,Host,3,XIII Aurelia,0,1,Private room,2,96.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.32,Roma,Early Autumn,0,shared,"41.898714477719246, 12.431305902956751",9/15/2024
206375,26741767.0,0,7/9/2018,Host,1,V Prenestino/Centocelle,3,1,Entire home,4,500.0,107,4.77,4.92,4.86,4.94,4.95,4.79,4.74,1.48,Roma,Early Summer,1,private,"41.89013, 12.52316",6/15/2024
277217,24753329.0,1,4/30/2018,Host,3,Castello,1,1,Entire home,2,307.0,8,5.0,5.0,4.88,5.0,5.0,5.0,4.5,0.1,Venezia,Early Autumn,1,private,"45.43449, 12.34373",9/15/2024
111948,9.99e+17,42,10/10/2023,Host,1,LORETO,1,1,Entire home,2,126.0,42,4.95,4.95,4.98,4.98,4.95,4.88,4.9,4.36,Milano,Early Autumn,1,private,"45.4911307, 9.2169866",9/15/2024
90338,8.43e+17,13,11/3/2015,Superhost,2,TORTONA,1,1,Entire home,2,95.0,16,5.0,5.0,4.75,4.88,4.88,4.81,4.75,1.12,Milano,Early Summer,1,private,"45.45625152854612, 9.163577317970155",6/15/2024
63640,2570309.0,0,3/15/2014,Host,1,DE ANGELI - MONTE ROSA,2,1,Entire home,4,250.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Milano,Early Spring,1,private,"45.48189, 9.146",3/15/2024
113437,1.07e+18,34,12/16/2015,Superhost,1,LODI - CORVETTO,1,1,Entire home,2,89.0,34,4.94,4.88,5.0,4.97,4.97,4.82,4.71,4.95,Milano,Early Autumn,1,private,"45.4444136, 9.2159802",9/15/2024
16307,9.4e+17,22,6/4/2012,Superhost,5,Centro Storico,3,2,Entire home,5,167.0,22,4.91,4.95,4.86,4.82,4.91,4.86,4.91,2.69,Firenze,Early Spring,1,private,"43.78116997391277, 11.25561587803659",3/15/2024
264668,1.07e+18,5,8/31/2023,Host,2,San Marco,2,2,Entire home,4,197.0,5,5.0,4.8,4.8,5.0,4.8,5.0,4.8,4.69,Venezia,Early Spring,1,private,"45.43499840239062, 12.338531126458747",3/15/2024
92196,9.24e+17,4,4/17/2015,Superhost,24,DUOMO,2,1,Entire home,4,132.0,4,4.75,4.75,4.75,5.0,5.0,5.0,4.75,0.45,Milano,Early Summer,1,private,"45.4656423, 9.1764121",6/15/2024
517,2001640.0,7,11/25/2013,Superhost,6,Campo di Marte,1,1,Entire home,2,1000.0,38,4.95,4.84,4.95,4.97,4.95,4.89,4.84,0.42,Firenze,Early Winter,1,private,"43.78084, 11.3259",12/15/2024
225504,1.15e+18,2,2/17/2018,Host,1,IX Eur,0,1,Entire home,2,134.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Roma,Early Summer,1,private,"41.8165059, 12.4678601",6/15/2024
243229,8.28e+17,26,3/5/2014,Host,61,I Centro Storico,3,2,Entire home,4,129.0,41,4.66,4.78,4.71,4.76,4.83,4.85,4.56,2.22,Roma,Early Autumn,2,private,"41.88930182489213, 12.499319262763784",9/15/2024
99734,7927163.0,0,8/16/2015,Host,1,RIPAMONTI,1,3,Private room,2,30.0,6,4.67,4.83,4.33,5.0,4.67,4.33,4.33,0.07,Milano,Early Autumn,1,shared,"45.43659, 9.19866",9/15/2024
27823,8.53e+17,37,1/29/2015,Host,220,Centro Storico,3,2,Entire home,5,159.0,53,4.74,4.81,4.83,4.75,4.77,4.44,4.52,3.49,Firenze,Early Summer,1,private,"43.78056851296784, 11.244050777097709",6/15/2024
29667,1.06e+18,12,2/11/2015,Host,6,Campo di Marte,0,1,Entire home,3,159.0,12,4.92,4.92,4.92,4.92,5.0,4.75,4.83,5.71,Firenze,Early Summer,1,private,"43.77957360000001, 11.2726333",6/15/2024
106784,6.69e+17,0,2/26/2020,Host,108,GHISOLFA,3,2,Entire home,5,199.0,1,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.04,Milano,Early Autumn,1,private,"45.4891, 9.16856",9/15/2024
71830,7.12e+17,55,2/11/2017,Superhost,1,BUENOS AIRES - VENEZIA,1,1,Private room,2,71.0,62,4.95,4.94,4.87,4.98,4.95,4.94,4.82,3.31,Milano,Early Spring,1,shared,"45.478518, 9.210443",3/15/2024
129873,9970212.0,4,12/13/2015,Host,1,Vomero,4,1,Entire home,4,117.0,7,4.71,4.71,4.86,4.43,4.71,4.57,4.57,0.09,Napoli,Early Spring,1,private,"40.84021, 14.22599",3/15/2024
137966,9e+17,1,5/23/2023,Host,1,San Lorenzo,4,2,Entire home,4,85.0,2,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0.16,Napoli,Early Summer,1,private,"40.85815, 14.26618",6/15/2024
188881,6.17e+17,63,10/11/2019,Host,2,I Centro Storico,2,1,Entire home,3,159.0,113,4.7,4.73,4.75,4.85,4.91,4.97,4.74,5.2,Roma,Early Spring,1,private,"41.898788, 12.476423",3/15/2024
157457,28978206.0,30,10/2/2018,Host,8,I Centro Storico,3,2,Entire home,6,205.0,64,4.56,4.52,4.67,4.79,4.71,4.9,4.43,1.02,Roma,Early Winter,2,private,"41.89882, 12.46729",12/15/2024
126257,8.09e+17,3,1/8/2023,Host,4,Pendino,1,1,Private room,2,74.0,4,5.0,4.75,5.0,5.0,5.0,5.0,5.0,0.29,Napoli,Early Spring,1,private,"40.8507301, 14.2611419",3/15/2024
249705,1.1e+18,8,7/20/2018,Superhost,3,XII Monte Verde,2,1,Private room,2,52.0,8,5.0,5.0,5.0,5.0,5.0,4.88,5.0,1.83,Roma,Early Autumn,1,shared,"41.88411965062253, 12.420638676257829",9/15/2024
53146,6.41e+17,0,6/3/2022,Host,1,BUENOS AIRES - VENEZIA,2,1,Entire home,3,300.0,7,4.0,3.86,4.43,4.0,4.0,4.29,3.71,0.46,Milano,Early Winter,1,private,"45.4839419, 9.2173229",12/15/2024
270540,31453021.0,22,1/10/2019,Host,1,Cannaregio,2,2,Entire home,3,169.0,126,4.88,4.95,4.92,4.96,4.99,4.92,4.8,1.96,Venezia,Early Summer,1,private,"45.44231, 12.33825",6/15/2024
167974,8.07e+17,27,1/17/2023,Superhost,1,XIV Monte Mario,2,1,Entire home,3,71.0,27,5.0,4.96,4.96,4.96,5.0,4.74,4.85,3.45,Roma,Early Winter,1,private,"41.92878779999999, 12.4235402",12/15/2024
116401,1.18e+18,3,11/13/2013,Host,140,NAVIGLI,1,0,Entire home,2,131.0,3,4.67,5.0,5.0,4.67,5.0,5.0,5.0,1.2,Milano,Early Autumn,1,private,"45.45083, 9.17605",9/15/2024
20322,23029061.0,17,11/3/2011,Superhost,3,Centro Storico,2,1,Entire home,2,150.0,62,4.92,4.97,4.87,5.0,5.0,4.95,4.92,0.85,Firenze,Early Spring,2,private,"43.76953, 11.24054",3/15/2024
108629,8.29e+17,25,9/30/2021,Superhost,4,NAVIGLI,1,0,Entire home,2,91.0,50,4.88,4.88,4.9,4.86,4.84,4.88,4.6,2.74,Milano,Early Autumn,1,private,"45.453826673518414, 9.173628676617168",9/15/2024
39786,1.08e+18,20,4/22/2015,Superhost,2,Campo di Marte,1,1,Entire home,2,120.0,20,4.95,4.95,5.0,5.0,5.0,5.0,4.7,3.87,Firenze,Early Autumn,1,private,"43.7700921, 11.2771286",9/15/2024
278265,39120241.0,1,8/11/2015,Superhost,3,Torre Antica,1,1,Private room,2,77.0,12,5.0,5.0,5.0,4.83,4.92,5.0,4.92,0.2,Venezia,Early Autumn,1,private,"45.5057, 12.30798",9/15/2024
172575,9.91e+17,1,9/29/2023,Host,1,IV Tiburtina,1,1,Entire home,3,139.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.48,Roma,Early Winter,1,private,"41.91978143887839, 12.545983716845512",12/15/2024
34672,38810096.0,10,3/20/2012,Superhost,1,Rifredi,3,2,Entire home,4,93.0,28,5.0,5.0,4.96,5.0,5.0,4.25,4.79,1.13,Firenze,Early Autumn,1,private,"43.80673, 11.22736",9/15/2024
53154,6.43e+17,1,3/13/2018,Host,1,GIAMBELLINO,2,1,Entire home,3,250.0,4,4.25,4.25,4.0,5.0,5.0,3.25,4.0,0.22,Milano,Early Winter,1,private,"45.4446, 9.12781",12/15/2024
141578,24797362.0,1,5/2/2018,Host,1,Soccavo,2,2,Entire home,4,93.0,19,4.74,4.74,4.68,4.89,4.74,4.42,5.0,0.25,Napoli,Early Autumn,2,private,"40.8397, 14.20525",9/15/2024
28169,8.88e+17,31,5/30/2014,Host,66,Centro Storico,1,1,Entire home,2,87.0,39,4.87,4.87,4.95,4.85,4.87,4.64,4.82,2.93,Firenze,Early Summer,2,private,"43.7818955, 11.2368907",6/15/2024
174498,2556028.0,41,7/24/2012,Superhost,5,I Centro Storico,1,1,Entire home,2,141.0,392,4.93,4.95,4.94,4.98,4.98,4.98,4.91,3.24,Roma,Early Spring,1,private,"41.90197, 12.48245",3/15/2024
136586,6.9e+17,1,8/5/2022,Host,4,Zona Industriale,2,1,Private room,3,86.0,1,3.0,4.0,4.0,3.0,3.0,5.0,3.0,0.22,Napoli,Early Summer,1,private,"40.85320138503669, 14.271505488360576",6/15/2024
112549,1.03e+18,26,8/21/2013,Superhost,2,PADOVA,1,1,Entire home,3,114.0,26,4.92,4.88,4.85,4.88,4.96,4.92,4.77,3.15,Milano,Early Autumn,1,private,"45.500901126692526, 9.221167053442375",9/15/2024
138390,9.4e+17,18,10/31/2014,Host,129,San Lorenzo,1,1,Private room,2,58.0,18,4.44,4.61,4.44,4.61,4.83,4.94,4.33,1.78,Napoli,Early Summer,1,private,"40.8504920969781, 14.2553926106391",6/15/2024
198390,11834.0,52,10/9/2009,Superhost,2,I Centro Storico,1,1,Entire home,2,120.0,245,4.84,4.85,4.92,4.98,4.95,4.99,4.79,1.53,Roma,Early Summer,1,private,"41.89544677734375, 12.491181373596191",6/15/2024
129421,34176151.0,7,8/6/2014,Host,2,Pendino,6,3,Entire home,8,94.0,21,4.62,4.76,4.48,4.81,4.76,4.19,4.67,0.36,Napoli,Early Spring,3,private,"40.85135, 14.26749",3/15/2024
109696,8.69e+17,10,6/14/2016,Host,60,PAGANO,3,2,Entire home,5,887.0,26,4.54,4.65,4.58,5.0,4.81,4.73,4.35,1.51,Milano,Early Autumn,1,private,"45.4720217, 9.1616938",9/15/2024
1828,11551735.0,19,6/2/2011,Superhost,5,Centro Storico,4,2,Entire home,6,220.0,131,4.96,4.95,4.96,4.99,4.99,4.9,4.87,1.39,Firenze,Early Winter,2,private,"43.77724, 11.24932",12/15/2024
12670,8.98e+17,31,5/24/2023,Host,1,Isolotto Legnaia,3,2,Entire home,6,109.0,31,4.48,4.61,4.47,4.65,4.45,4.39,4.55,3.26,Firenze,Early Spring,1,private,"43.76951529999999, 11.2034606",3/15/2024
99064,5169318.0,0,1/26/2015,Host,1,BUENOS AIRES - VENEZIA,2,1,Entire home,2,110.0,8,5.0,5.0,5.0,5.0,5.0,4.88,4.88,0.07,Milano,Early Autumn,2,private,"45.48542, 9.22026",9/15/2024
249592,1.1e+18,1,11/11/2022,Host,1,I Centro Storico,1,1,Entire home,3,140.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.15,Roma,Early Autumn,1,private,"41.89801, 12.49076",9/15/2024
24662,40081504.0,0,3/22/2013,Superhost,18,Centro Storico,3,2,Entire home,6,280.0,2,3.5,4.0,5.0,4.5,4.0,5.0,4.0,0.04,Firenze,Early Summer,1,private,"43.77333, 11.25792",6/15/2024
240423,6.23e+17,42,6/5/2020,Superhost,3,I Centro Storico,2,1,Entire home,3,399.0,95,4.97,4.97,4.94,4.98,5.0,4.87,4.81,3.59,Roma,Early Autumn,1,private,"41.89459, 12.50296",9/15/2024
150503,4433600.0,0,7/9/2014,Host,2,VII San Giovanni/Cinecittà,1,1,Private room,2,25.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Roma,Early Winter,1,shared,"41.831, 12.62051",12/15/2024
231657,19169098.0,4,2/2/2014,Superhost,5,XIII Aurelia,9,3,Entire home,12,507.0,87,4.97,4.97,4.95,5.0,5.0,4.76,4.85,1.0,Roma,Early Autumn,4,private,"41.89913, 12.434",9/15/2024
61077,1.04e+18,2,2/19/2023,Superhost,4,GARIBALDI REPUBBLICA,2,1,Entire home,2,352.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Milano,Early Winter,1,private,"45.4819247, 9.1869058",12/15/2024
216567,8.12e+17,16,2/3/2021,Host,7,I Centro Storico,1,1,Private room,2,123.0,19,4.68,4.74,4.47,4.95,4.79,4.63,4.63,1.16,Roma,Early Summer,1,private,"41.90546, 12.50169",6/15/2024
234221,30425588.0,5,7/10/2018,Host,3,VI Roma delle Torri,2,2,Entire home,6,80.0,48,4.38,4.5,4.65,4.46,4.23,4.13,4.48,0.69,Roma,Early Autumn,1,private,"41.87003, 12.59267",9/15/2024
209909,42468747.0,93,3/28/2017,Superhost,24,I Centro Storico,1,1,Entire home,4,195.0,190,4.74,4.84,4.68,4.86,4.93,4.88,4.67,3.65,Roma,Early Summer,1,private,"41.89058, 12.50098",6/15/2024
174906,3674909.0,78,7/1/2013,Superhost,1,I Centro Storico,3,2,Entire home,4,95.0,603,4.93,4.96,4.97,4.97,4.98,4.95,4.94,5.41,Roma,Early Spring,1,private,"41.89045, 12.46909",3/15/2024
194721,9.33e+17,3,9/21/2016,Host,765,I Centro Storico,2,2,Entire home,4,83.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.38,Roma,Early Spring,1,private,"41.92215, 12.46204",3/15/2024
214792,6.81e+17,3,9/23/2014,Host,4,XII Monte Verde,1,4,Entire home,2,155.0,3,4.67,4.33,5.0,5.0,5.0,4.67,4.67,0.35,Roma,Early Summer,3,private,"41.87604713957512, 12.436614632606506",6/15/2024
121205,52055267.0,0,9/3/2021,Host,1,San Giuseppe,2,1,Entire home,4,500.0,8,4.63,5.0,4.88,4.88,4.88,5.0,4.88,0.44,Napoli,Early Winter,1,private,"40.84525, 14.25102",12/15/2024
194489,9.28e+17,50,4/8/2013,Superhost,7,I Centro Storico,1,1,Entire home,2,133.0,50,4.92,4.88,4.92,4.76,4.94,4.94,4.84,6.1,Roma,Early Spring,1,private,"41.903531664583504, 12.478479755502352",3/15/2024
30416,1.14e+18,1,4/9/2023,Host,1,Rifredi,1,1,Entire home,2,86.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,Firenze,Early Summer,1,private,"43.80859171379667, 11.23548101102664",6/15/2024
