,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
229584,10976229.0,18,2/1/2016,Superhost,2,II Parioli/Nomentano,1,1,Entire home,2,82.0,86,4.71,4.79,4.74,4.98,4.93,4.56,4.67,0.84,Roma,Early Autumn,1,private,"41.93069, 12.46393",9/15/2024
595,2220148.0,28,12/31/2013,Host,11,Centro Storico,1,1,Entire home,4,107.0,54,4.63,4.67,4.52,4.93,4.87,4.81,4.69,0.45,Firenze,Early Winter,1,private,"43.76529, 11.26113",12/15/2024
60426,9.97e+17,10,10/7/2023,Host,1,TORTONA,2,1,Entire home,2,118.0,10,5.0,5.0,5.0,5.0,5.0,4.64,4.73,4.84,Milano,Early Winter,1,private,"45.4529747, 9.1662025",12/15/2024
78896,416539.0,0,4/15/2011,Host,6,CENTRALE,1,1,Private room,2,280.0,7,4.71,4.86,5.0,4.86,5.0,4.43,4.14,0.06,Milano,Early Summer,1,private,"45.4793, 9.19937",6/15/2024
111828,9.94e+17,23,12/11/2018,Host,251,GARIBALDI REPUBBLICA,3,1,Entire home,4,206.0,23,4.61,4.7,4.7,4.26,4.22,4.7,4.26,2.06,Milano,Early Autumn,1,private,"45.4812402, 9.1907807",9/15/2024
164016,54335283.0,11,7/31/2018,Host,121,I Centro Storico,1,1,Entire home,4,92.0,15,4.31,4.25,3.69,4.63,4.5,5.0,4.06,0.72,Roma,Early Winter,1,private,"41.89983, 12.46703",12/15/2024
157115,27747249.0,0,8/14/2018,Host,1,VI Roma delle Torri,1,1,Private room,2,65.0,2,4.0,3.5,4.5,4.5,4.0,3.0,3.5,0.03,Roma,Early Winter,2,shared,"41.86619, 12.59525",12/15/2024
119729,34172387.0,0,4/25/2019,Host,1,Arenella,2,1,Entire home,4,80.0,5,5.0,5.0,4.8,5.0,5.0,4.8,4.6,0.09,Napoli,Early Winter,1,private,"40.85043, 14.23229",12/15/2024
149096,930655.0,45,2/8/2013,Superhost,1,I Centro Storico,4,2,Entire home,10,303.0,326,4.94,4.96,4.94,4.98,4.97,4.88,4.91,2.59,Roma,Early Winter,3,private,"41.89688, 12.49834",12/15/2024
151250,6375748.0,44,12/14/2010,Host,10,I Centro Storico,5,3,Entire home,7,132.0,333,4.64,4.75,4.65,4.92,4.75,4.82,4.69,3.19,Roma,Early Winter,2,private,"41.91314, 12.46699",12/15/2024
22380,15520677.0,9,5/29/2015,Superhost,2,Centro Storico,1,1,Entire home,1,90.0,33,4.88,4.88,4.79,4.97,4.91,4.91,4.76,1.29,Firenze,Early Summer,1,private,"43.76522, 11.24412",6/15/2024
228334,6330785.0,0,5/8/2015,Host,3,I Centro Storico,1,1,Entire home,2,393.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Roma,Early Autumn,1,private,"41.90326, 12.46079",9/15/2024
273281,8.38e+17,14,10/30/2022,Host,22,San Polo,7,4,Entire home,10,695.0,17,4.24,4.41,4.29,4.76,4.65,4.71,3.76,1.23,Venezia,Early Summer,2,private,"45.43691742391201, 12.332589915344228",6/15/2024
251974,1.17e+18,5,5/27/2024,Host,1,X Ostia/Acilia,0,1,Entire home,2,120.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.8,2.31,Roma,Early Autumn,1,private,"41.725682977635294, 12.287601719234427",9/15/2024
192717,8.57e+17,6,2/21/2012,Superhost,7,I Centro Storico,5,3,Entire home,6,400.0,6,5.0,4.83,4.83,5.0,5.0,4.67,4.67,0.64,Roma,Early Spring,3,private,"41.90902610681438, 12.45604583641931",3/15/2024
119169,28645257.0,5,9/16/2018,Superhost,4,Porto,2,1,Entire home,4,126.0,54,4.96,4.96,4.94,4.91,4.94,4.94,4.94,0.85,Napoli,Early Winter,1,private,"40.84477, 14.25697",12/15/2024
24239,34582125.0,73,9/26/2015,Superhost,9,Centro Storico,1,1,Private room,2,65.0,172,4.95,4.97,4.94,4.96,4.99,4.91,4.86,2.77,Firenze,Early Summer,1,shared,"43.77878, 11.25462",6/15/2024
3397,22475407.0,0,12/29/2017,Host,1,Rifredi,2,1,Entire home,4,95.0,2,3.0,2.5,3.5,4.0,4.0,3.0,3.0,0.03,Firenze,Early Winter,1,private,"43.80152, 11.23386",12/15/2024
3646,23888686.0,28,3/20/2018,Superhost,1,Centro Storico,1,1,Entire home,4,251.0,143,5.0,4.99,4.99,5.0,5.0,4.99,4.98,2.15,Firenze,Early Winter,2,private,"43.77567, 11.25216",12/15/2024
275780,9801176.0,0,7/1/2015,Host,1,San Marco,2,2,Entire home,6,211.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,Venezia,Early Autumn,2,private,"45.43769, 12.33713",9/15/2024
77297,51303190.0,9,7/29/2015,Host,4,FORZE ARMATE,1,1,Entire home,6,90.0,9,4.78,5.0,5.0,5.0,5.0,5.0,5.0,3.25,Milano,Early Spring,1,private,"45.4616, 9.12814",3/15/2024
275376,4572534.0,4,10/25/2012,Superhost,49,Castello,2,2,Entire home,6,163.0,39,4.44,4.69,4.69,4.56,4.64,4.79,4.44,0.37,Venezia,Early Autumn,2,private,"45.43805, 12.33794",9/15/2024
11873,8.68e+17,4,11/28/2011,Host,51,Centro Storico,3,2,Entire home,4,254.0,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.46,Firenze,Early Spring,2,private,"43.76796565438449, 11.252166812763846",3/15/2024
107657,7.48e+17,28,6/2/2012,Superhost,1,BANDE NERE,1,1,Entire home,2,87.0,75,4.84,4.8,4.92,4.95,4.96,4.81,4.61,3.32,Milano,Early Autumn,1,private,"45.46664, 9.14413",9/15/2024
85624,50866110.0,16,5/19/2019,Superhost,2,BRERA,2,1,Entire home,4,146.0,70,4.94,4.93,5.0,4.94,5.0,4.97,4.89,2.13,Milano,Early Summer,1,private,"45.47893, 9.18825",6/15/2024
108342,8.13e+17,9,10/30/2019,Superhost,35,BUENOS AIRES - VENEZIA,1,1,Private room,1,266.0,16,4.94,5.0,5.0,5.0,5.0,4.81,4.81,0.83,Milano,Early Autumn,1,private,"45.4845984, 9.2107175",9/15/2024
219943,9.53e+17,4,12/16/2014,Host,7,VII San Giovanni/Cinecittà,1,1,Private room,2,113.0,4,4.75,5.0,4.75,5.0,4.75,5.0,4.75,0.45,Roma,Early Summer,1,shared,"41.88499, 12.51379",6/15/2024
132722,8582722.0,0,4/14/2012,Host,6,San Ferdinando,2,2,Entire home,3,90.0,8,4.25,4.75,4.25,5.0,5.0,4.88,4.5,0.09,Napoli,Early Summer,1,private,"40.8327, 14.24267",6/15/2024
91998,9.12e+17,18,3/26/2023,Superhost,1,ISOLA,2,1,Entire home,2,112.0,18,4.83,4.82,5.0,4.88,4.88,4.76,4.82,1.84,Milano,Early Summer,1,private,"45.494288572150246, 9.184571956436614",6/15/2024
157466,29267307.0,2,10/14/2018,Host,1,I Centro Storico,1,1,Entire home,2,151.0,12,4.92,5.0,5.0,4.92,4.75,5.0,4.67,0.21,Roma,Early Winter,1,private,"41.88123, 12.48151",12/15/2024
272993,7.52e+17,26,11/2/2022,Superhost,2,Dorsoduro,0,1,Entire home,4,246.0,40,4.93,4.95,4.9,4.75,4.93,4.93,4.68,2.12,Venezia,Early Summer,1,private,"45.42941036100886, 12.330930149982704",6/15/2024
172711,9.97e+17,2,12/2/2014,Host,1,II Parioli/Nomentano,1,1,Entire home,2,157.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.09,Roma,Early Winter,1,private,"41.92233, 12.51294",12/15/2024
61098,1.04e+18,1,11/12/2017,Host,3,QUARTO CAGNINO,2,1,Entire home,4,120.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Milano,Early Winter,1,private,"45.4730672, 9.116502600000002",12/15/2024
113683,1.08e+18,2,2/13/2015,Host,564,LODI - CORVETTO,2,1,Entire home,4,175.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.27,Milano,Early Autumn,1,private,"45.4414075, 9.2156405",9/15/2024
215477,7.33e+17,60,2/26/2022,Host,8,V Prenestino/Centocelle,1,0,Entire home,2,63.0,103,4.69,4.76,4.87,4.92,4.91,4.3,4.61,5.11,Roma,Early Summer,1,private,"41.8863383, 12.5419697",6/15/2024
139080,1.03e+18,23,11/22/2023,Superhost,6,San Carlo all'Arena,6,1,Shared room,6,29.0,23,4.78,4.83,5.0,4.87,4.91,4.48,4.78,3.43,Napoli,Early Summer,1,shared,"40.87164470192103, 14.27503895767212",6/15/2024
47926,33673676.0,0,4/7/2019,Host,2,BUENOS AIRES - VENEZIA,2,1,Entire home,4,120.0,2,4.5,4.5,4.5,5.0,5.0,5.0,5.0,0.04,Milano,Early Winter,2,private,"45.47207, 9.2077",12/15/2024
124483,9.59e+17,4,2/27/2022,Host,1,San Giuseppe,3,2,Entire home,6,129.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.19,Napoli,Early Winter,1,private,"40.8487797, 14.2560598",12/15/2024
249657,1.1e+18,20,11/14/2015,Superhost,1,III Monte Sacro,2,2,Entire home,4,91.0,20,5.0,5.0,5.0,5.0,4.95,4.5,4.85,3.73,Roma,Early Autumn,2,private,"41.966917566893216, 12.51978624612093",9/15/2024
7823,6.73e+17,1,8/29/2018,Host,4,Campo di Marte,1,1,Private room,2,65.0,7,5.0,5.0,5.0,4.86,5.0,4.71,4.86,0.41,Firenze,Early Winter,1,shared,"43.7879485, 11.2717093",12/15/2024
158813,34149882.0,9,11/11/2016,Host,13,I Centro Storico,1,1,Private room,2,88.0,86,4.81,4.86,4.85,4.86,4.77,4.77,4.79,1.55,Roma,Early Winter,2,private,"41.89239883422852, 12.506109237670898",12/15/2024
70433,8.41e+17,129,5/25/2020,Host,15,VIGENTINA,2,1,Entire home,4,118.0,134,4.75,4.82,4.86,4.68,4.72,4.73,4.69,10.47,Milano,Early Spring,1,private,"45.4539646, 9.1986941",3/15/2024
183522,35857095.0,0,6/19/2019,Host,1,X Ostia/Acilia,2,2,Entire home,5,90.0,7,4.29,4.57,4.29,5.0,4.57,5.0,4.14,0.12,Roma,Early Spring,1,private,"41.73241, 12.26682",3/15/2024
124204,9.31e+17,1,7/8/2023,Host,1,Pendino,1,1,Entire home,2,70.0,1,2.0,2.0,4.0,2.0,2.0,5.0,2.0,0.33,Napoli,Early Winter,1,private,"40.846574002787975, 14.263032950438715",12/15/2024
231691,19394813.0,7,6/20/2017,Superhost,7,I Centro Storico,2,1,Private room,3,150.0,56,4.88,4.93,4.86,4.91,4.89,4.73,4.82,0.64,Roma,Early Autumn,1,shared,"41.91182, 12.46133",9/15/2024
25582,51223625.0,0,11/15/2012,Host,168,Centro Storico,3,2,Entire home,6,364.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.04,Firenze,Early Summer,2,private,"43.77264, 11.2472",6/15/2024
214214,6.45e+17,2,6/8/2022,Host,1,I Centro Storico,2,1,Entire home,4,160.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17,Roma,Early Summer,1,private,"41.90386, 12.44632",6/15/2024
232113,20911459.0,6,6/6/2015,Host,36,II Parioli/Nomentano,2,2,Entire home,4,117.0,25,4.76,4.68,4.68,4.76,4.84,4.76,4.56,0.31,Roma,Early Autumn,1,private,"41.92707, 12.4616",9/15/2024
37894,8.61e+17,10,12/2/2022,Host,2,Campo di Marte,1,1,Private room,2,55.0,10,4.8,4.7,4.5,4.8,4.8,4.8,4.3,0.9,Firenze,Early Autumn,1,shared,"43.77589293657587, 11.291667445449065",9/15/2024
49531,44071475.0,2,10/12/2016,Host,1,BUENOS AIRES - VENEZIA,2,1,Entire home,2,120.0,4,4.75,4.5,4.5,4.75,4.75,4.75,4.25,0.14,Milano,Early Winter,1,private,"45.47387, 9.21076",12/15/2024
165658,6.62e+17,9,7/1/2022,Host,5,I Centro Storico,1,1,Private room,1,85.0,11,4.64,4.36,4.82,4.64,4.82,5.0,4.36,0.66,Roma,Early Winter,1,private,"41.90563, 12.49484",12/15/2024
156294,24108191.0,0,3/28/2018,Host,3,I Centro Storico,1,1,Hotel room,2,617.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.02,Roma,Early Winter,1,private,"41.90748, 12.45434",12/15/2024
199220,1409935.0,46,7/15/2013,Superhost,1,I Centro Storico,4,1,Entire home,5,223.0,578,4.76,4.82,4.78,4.91,4.92,4.96,4.74,4.41,Roma,Early Summer,1,private,"41.89582, 12.47016",6/15/2024
66693,51939472.0,88,5/24/2013,Superhost,1,SARPI,0,1,Entire home,3,90.0,180,4.89,4.85,4.91,4.96,4.97,4.83,4.78,5.79,Milano,Early Spring,1,private,"45.47957, 9.17346",3/15/2024
54323,7.34e+17,3,1/10/2016,Superhost,143,PORTELLO,2,1,Entire home,3,65.0,6,3.5,3.67,3.17,4.0,3.83,4.33,3.17,0.44,Milano,Early Winter,0,private,"45.4863029, 9.1556487",12/15/2024
233205,25471018.0,0,5/29/2018,Host,5,I Centro Storico,1,1,Private room,3,206.0,44,4.95,4.98,4.98,4.98,4.91,4.95,4.95,0.58,Roma,Early Autumn,1,private,"41.89719, 12.47005",9/15/2024
177871,13488041.0,28,6/12/2016,Superhost,1,VII San Giovanni/Cinecittà,4,2,Entire home,5,100.0,112,4.79,4.86,4.8,4.94,4.91,4.77,4.73,1.33,Roma,Early Spring,1,private,"41.8771, 12.52313",3/15/2024
196505,1e+18,2,10/17/2023,Host,1,II Parioli/Nomentano,1,1,Entire home,2,120.0,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.73,Roma,Early Spring,1,private,"41.9143213, 12.5275198",3/15/2024
41978,3058694.0,12,5/13/2014,Superhost,2,GALLARATESE,2,1,Private room,1,50.0,33,4.88,4.71,4.9,4.87,4.9,4.68,4.81,0.31,Milano,Early Winter,0,private,"45.50521, 9.09851",12/15/2024
277486,28194187.0,14,5/3/2014,Superhost,1,Lido,3,1,Entire home,4,151.0,72,4.89,4.89,4.85,4.89,4.88,4.92,4.82,0.99,Venezia,Early Autumn,1,private,"45.417, 12.37176",9/15/2024
260470,1.01e+18,1,5/12/2022,Host,2,Marghera,3,2,Entire home,5,100.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Venezia,Early Winter,1,private,"45.465245696352206, 12.2247352078557",12/15/2024
50185,49119420.0,37,5/31/2013,Host,5,NAVIGLI,5,3,Entire home,10,251.0,91,4.77,4.69,4.68,4.58,4.8,4.79,4.63,2.97,Milano,Early Winter,4,private,"45.45221, 9.17386",12/15/2024
254376,8137049.0,48,8/31/2015,Superhost,1,Santa Croce,3,2,Entire home,5,168.0,281,4.88,4.93,4.84,4.93,4.95,4.93,4.82,2.8,Venezia,Early Winter,1,private,"45.43914413452149, 12.3302001953125",12/15/2024
59776,9.72e+17,1,11/21/2020,Host,10,CITTA' STUDI,3,2,Entire home,6,350.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3,Milano,Early Winter,1,private,"45.471727352662434, 9.23741591503538",12/15/2024
117362,3472620.0,12,2/2/2018,Host,28,Montecalvario,1,1,Entire home,3,115.0,79,4.55,4.65,4.69,4.58,4.85,4.9,4.48,0.77,Napoli,Early Winter,1,private,"40.84108, 14.24862",12/15/2024
17918,22607482.0,0,11/18/2014,Host,437,Centro Storico,1,0,Entire home,2,142.0,2,2.5,4.0,4.0,1.5,2.0,2.0,1.0,0.03,Firenze,Early Spring,1,private,"43.77168, 11.26948",3/15/2024
59144,9.45e+17,36,7/31/2022,Superhost,5,ISOLA,2,1,Entire home,4,79.0,36,4.92,4.97,4.89,4.92,4.97,4.97,4.83,8.06,Milano,Early Winter,1,private,"45.48767, 9.18993",12/15/2024
124394,9.48e+17,5,6/9/2023,Superhost,4,Chiaia,2,1,Entire home,4,151.0,5,5.0,4.8,5.0,5.0,5.0,5.0,5.0,1.23,Napoli,Early Winter,1,private,"40.8310813, 14.2253848",12/15/2024
121749,6.05e+17,0,4/15/2022,Host,1,San Ferdinando,1,1,Entire home,2,84.0,12,4.92,5.0,5.0,5.0,4.92,5.0,4.83,0.59,Napoli,Early Winter,1,private,"40.83438, 14.24719",12/15/2024
185862,47262539.0,3,2/12/2020,Host,1,XII Monte Verde,2,1,Entire home,4,98.0,12,5.0,5.0,5.0,4.83,4.92,4.83,4.92,0.38,Roma,Early Spring,1,private,"41.8717, 12.44809",3/15/2024
85616,51135474.0,14,12/17/2013,Host,2,LORENTEGGIO,1,1,Private room,1,52.0,33,4.94,4.94,4.94,4.97,5.0,4.76,4.79,1.29,Milano,Early Summer,1,shared,"45.454155, 9.129208",6/15/2024
113950,1.09e+18,7,7/13/2012,Host,137,PORTA ROMANA,2,2,Entire home,4,282.0,7,5.0,5.0,5.0,5.0,5.0,4.86,5.0,1.02,Milano,Early Autumn,1,private,"45.4485495, 9.2106808",9/15/2024
186309,49696424.0,9,10/25/2015,Superhost,32,I Centro Storico,4,2,Entire home,7,355.0,39,4.95,4.92,5.0,4.85,4.85,5.0,4.95,1.13,Roma,Early Spring,1,private,"41.90362, 12.48275",3/15/2024
80489,8297860.0,10,2/15/2013,Superhost,1,BANDE NERE,2,2,Entire home,4,130.0,23,4.91,4.87,4.91,4.91,4.96,4.65,4.78,0.22,Milano,Early Summer,2,private,"45.46299, 9.13833",6/15/2024
131206,17978553.0,49,12/4/2014,Superhost,2,San Lorenzo,1,1,Private room,2,40.0,128,4.92,4.88,4.95,4.95,4.99,4.8,4.87,1.52,Napoli,Early Spring,2,shared,"40.85579, 14.26087",3/15/2024
281674,1.15e+18,2,6/16/2021,Superhost,5,Cannaregio,1,1,Private room,2,157.0,2,5.0,4.0,5.0,4.5,5.0,5.0,5.0,1.2,Venezia,Early Autumn,0,private,"45.4422241, 12.3389352",9/15/2024
240586,6.32e+17,29,6/23/2015,Host,4,XII Monte Verde,2,2,Entire home,4,120.0,86,4.58,4.65,4.35,4.7,4.85,4.47,4.57,3.26,Roma,Early Autumn,1,private,"41.87444, 12.46699",9/15/2024
30520,1.15e+18,4,1/3/2014,Superhost,9,Rifredi,2,1,Entire home,3,81.0,4,5.0,5.0,5.0,4.67,5.0,4.67,4.33,4.0,Firenze,Early Summer,1,private,"43.7877431, 11.2500469",6/15/2024
98152,1.17e+18,2,4/22/2016,Host,1,STADERA,1,1,Private room,2,30.0,2,5.0,5.0,5.0,5.0,4.5,4.5,5.0,2.0,Milano,Early Summer,1,private,"45.43264407333477, 9.175549999524574",6/15/2024
152907,11844155.0,0,3/15/2016,Host,2,I Centro Storico,3,2,Entire home,4,159.0,119,4.79,4.91,4.88,4.89,4.89,4.62,4.74,1.28,Roma,Early Winter,2,private,"41.90994, 12.49179",12/15/2024
94604,1.04e+18,3,2/15/2023,Superhost,62,DUOMO,1,1,Entire home,4,219.0,3,4.67,4.33,5.0,5.0,4.67,5.0,4.33,1.03,Milano,Early Summer,1,private,"45.4645034, 9.1932",6/15/2024
133855,26018123.0,4,6/13/2018,Superhost,1,Montecalvario,5,1,Entire home,5,85.0,16,4.88,4.94,4.69,5.0,5.0,4.63,4.67,0.22,Napoli,Early Summer,2,private,"40.84051, 14.24508",6/15/2024
195754,9.77e+17,13,10/10/2018,Superhost,3,I Centro Storico,2,1,Entire home,4,113.0,13,4.92,5.0,4.92,5.0,5.0,4.67,4.67,2.18,Roma,Early Spring,1,private,"41.905773, 12.5030686",3/15/2024
51909,5.68e+17,0,8/3/2018,Host,138,SARPI,1,1,Entire home,3,90.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Milano,Early Winter,1,private,"45.48346, 9.18098",12/15/2024
272231,53452061.0,104,4/25/2017,Superhost,2,San Marco,3,2,Entire home,6,242.0,247,4.97,4.96,4.93,4.91,4.95,4.96,4.93,8.76,Venezia,Early Summer,2,private,"45.43719, 12.33502",6/15/2024
272664,6.41e+17,37,7/15/2014,Host,15,Dorsoduro,1,1,Private room,1,84.0,53,4.72,4.81,4.53,4.64,4.87,4.87,4.77,2.2,Venezia,Early Summer,1,shared,"45.43376, 12.31798",6/15/2024
233376,26248617.0,0,2/28/2013,Host,20,VII San Giovanni/Cinecittà,2,2,Entire home,7,260.0,23,4.83,4.6,5.0,5.0,5.0,4.8,4.8,0.31,Roma,Early Autumn,2,private,"41.88421, 12.51185",9/15/2024
249503,1.1e+18,13,12/15/2023,Superhost,1,VII San Giovanni/Cinecittà,3,2,Entire home,5,236.0,13,5.0,5.0,4.92,5.0,5.0,4.85,5.0,2.35,Roma,Early Autumn,1,private,"41.862105272371, 12.553420141339302",9/15/2024
210155,43733569.0,0,12/6/2018,Host,5,XIII Aurelia,4,4,Entire home,8,2000.0,11,4.91,5.0,4.82,5.0,5.0,5.0,4.73,0.23,Roma,Early Summer,4,private,"41.89705, 12.4492",6/15/2024
241957,7.34e+17,21,7/3/2024,Host,1,XIII Aurelia,3,2,Entire home,4,146.0,22,4.82,4.95,4.86,4.77,4.86,4.77,4.62,1.77,Roma,Early Autumn,2,private,"41.8973874, 12.4566718",9/15/2024
155246,20372615.0,1,5/18/2017,Host,5,I Centro Storico,1,1,Private room,2,59.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,Roma,Early Winter,1,private,"41.88625, 12.50373",12/15/2024
92296,9.28e+17,1,10/5/2021,Host,52,BRERA,1,1,Entire home,2,471.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,Milano,Early Summer,1,private,"45.4712109, 9.1911528",6/15/2024
170629,9.17e+17,15,11/11/2011,Host,17,I Centro Storico,2,1,Entire home,4,145.0,15,4.94,4.81,5.0,4.94,4.94,4.94,4.69,2.83,Roma,Early Winter,1,private,"41.89148, 12.46732",12/15/2024
214938,6.98e+17,23,8/20/2022,Host,4,XIII Aurelia,0,1,Private room,3,95.0,31,4.87,4.9,4.84,4.94,4.97,4.97,4.84,1.46,Roma,Early Summer,1,private,"41.89942960208086, 12.456385392065448",6/15/2024
209618,40859014.0,92,12/16/2019,Superhost,1,XIII Aurelia,2,1,Entire home,2,91.0,196,4.84,4.88,4.93,4.82,4.92,4.82,4.8,3.61,Roma,Early Summer,1,private,"41.89699, 12.45271",6/15/2024
256410,28301850.0,1,4/16/2018,Host,6,Bissuola,2,1,Private room,3,61.0,41,4.51,4.66,4.54,4.63,4.51,4.51,4.41,0.72,Venezia,Early Winter,1,private,"45.4957, 12.25191",12/15/2024
186425,50335757.0,21,7/2/2017,Host,15,I Centro Storico,1,1,Private room,2,184.0,73,4.58,4.68,4.62,4.78,4.78,4.97,4.49,2.22,Roma,Early Spring,1,private,"41.90291, 12.48557",3/15/2024
188370,5.83e+17,0,1/21/2014,Host,5,I Centro Storico,2,1,Private room,2,125.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13,Roma,Early Spring,1,private,"41.91015, 12.45939",3/15/2024
229350,9806066.0,9,9/21/2013,Host,63,I Centro Storico,4,3,Entire home,8,486.0,99,4.68,4.63,4.57,4.95,4.94,4.94,4.64,0.93,Roma,Early Autumn,2,private,"41.89076, 12.49419",9/15/2024
215124,7.07e+17,1,9/2/2022,Host,1,XV Cassia/Flaminia,2,2,Entire home,3,149.0,7,4.86,4.86,4.29,4.71,4.86,4.14,4.43,0.35,Roma,Early Summer,2,private,"41.94452, 12.46052",6/15/2024
224057,1.11e+18,3,3/11/2024,Host,1,X Ostia/Acilia,1,1,Entire home,2,111.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.96,Roma,Early Summer,1,private,"41.7315056, 12.2834857",6/15/2024
102993,39029658.0,9,9/12/2012,Superhost,2,MACIACHINI - MAGGIOLINA,1,1,Private room,2,90.0,46,4.91,4.93,4.98,5.0,4.89,4.89,4.83,0.77,Milano,Early Autumn,1,private,"45.49281, 9.20442",9/15/2024
101307,23798167.0,2,5/31/2016,Host,2,BRERA,2,2,Entire home,4,564.0,13,4.92,4.91,4.82,4.91,5.0,5.0,4.82,0.17,Milano,Early Autumn,2,private,"45.47914, 9.1876",9/15/2024
371,1058947.0,14,2/20/2012,Superhost,4,Centro Storico,3,2,Entire home,4,167.0,82,4.92,4.95,4.98,4.95,4.9,4.93,4.89,0.63,Firenze,Early Winter,2,private,"43.77235, 11.24586",12/15/2024
173188,1.04e+18,1,12/4/2023,Host,1,VII San Giovanni/Cinecittà,1,1,Entire home,2,44.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Winter,1,private,"41.87534577810437, 12.524190553346088",12/15/2024
49637,44609287.0,2,3/23/2014,Host,1,PORTA ROMANA,1,1,Entire home,2,90.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.25,Milano,Early Winter,1,private,"45.44885, 9.19979",12/15/2024
281541,1.13e+18,12,3/11/2023,Host,9,Piave 1860,1,1,Private room,2,74.0,12,4.67,4.83,4.92,4.67,4.58,4.67,4.67,2.73,Venezia,Early Autumn,1,private,"45.48350744141607, 12.236723202222292",9/15/2024
187133,52229889.0,8,9/13/2021,Host,1,I Centro Storico,4,2,Entire home,6,215.0,17,4.88,4.94,5.0,4.94,5.0,4.59,4.82,0.6,Roma,Early Spring,2,private,"41.894039, 12.506745",3/15/2024
229311,9743518.0,62,4/9/2014,Superhost,3,I Centro Storico,3,2,Entire home,5,259.0,473,4.86,4.87,4.91,4.94,4.93,4.91,4.79,4.47,Roma,Early Autumn,1,private,"41.89945, 12.46239",9/15/2024
18872,8.27e+17,61,6/2/2020,Superhost,19,Centro Storico,2,2,Entire home,4,342.0,61,4.98,5.0,4.98,4.92,5.0,4.97,4.93,5.21,Firenze,Early Spring,1,private,"43.7686704, 11.2602065",3/15/2024
99891,9789636.0,3,11/24/2015,Host,2,BANDE NERE,3,2,Entire home,4,46.0,94,4.72,4.89,4.93,4.96,4.97,4.52,4.76,1.02,Milano,Early Autumn,1,private,"45.46813, 9.12729",9/15/2024
143496,51650794.0,0,10/30/2017,Superhost,3,San Ferdinando,5,2,Entire home,8,120.0,7,4.57,4.71,4.71,4.71,4.86,4.43,4.71,0.19,Napoli,Early Autumn,2,private,"40.83956, 14.24635",9/15/2024
265894,16023990.0,4,6/14/2012,Host,132,Dorsoduro,4,2,Entire home,6,216.0,22,4.73,4.91,4.86,4.32,4.45,4.77,4.41,0.25,Venezia,Early Spring,2,private,"45.43337, 12.32258",3/15/2024
240258,6.09e+17,5,9/7/2016,Host,47,XIII Aurelia,4,4,Entire home,8,252.0,17,4.59,4.35,4.59,4.82,4.94,4.24,4.35,0.59,Roma,Early Autumn,5,private,"41.890301, 12.439713",9/15/2024
246261,9.64e+17,42,9/15/2022,Superhost,3,II Parioli/Nomentano,3,1,Entire home,5,108.0,45,4.78,4.82,4.71,4.8,4.76,4.38,4.62,3.61,Roma,Early Autumn,1,private,"41.8956526, 12.5128953",9/15/2024
105997,6.16e+17,60,7/16/2020,Superhost,157,SCALO ROMANA,1,1,Entire home,2,82.0,178,4.62,4.73,4.84,4.88,4.86,4.62,4.47,6.18,Milano,Early Autumn,1,private,"45.44568, 9.21215",9/15/2024
254431,8978848.0,11,10/19/2015,Superhost,3,Cannaregio,2,1,Entire home,6,152.0,83,4.73,4.71,4.81,4.83,4.72,4.9,4.71,0.88,Venezia,Early Winter,1,private,"45.44336, 12.33082",12/15/2024
145592,8.95e+17,39,9/30/2019,Host,2,Chiaia,2,1,Entire home,3,69.0,63,4.67,4.76,4.41,4.73,4.79,4.9,4.65,3.94,Napoli,Early Autumn,1,private,"40.8373863, 14.2435721",9/15/2024
